id,date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice,USD RATE
3945,2021-11-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.37,0.2406,201.8582
3946,2021-11-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,740.41,3.6836,201.8582
3947,2021-11-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,535.04,2.6619,201.8582
3948,2021-11-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,202.11,1.0055,201.8582
3949,2021-11-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,327.1,1.6274,201.8582
3950,2021-12-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,131.66,0.655,201.399
3951,2021-12-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,135.92,0.6762,201.399
3952,2021-12-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,57.41,0.2856,201.399
3953,2021-12-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,785.88,3.9099,201.399
3954,2021-12-15,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,Sugar,KG,actual,Retail,LKR,143.45,0.7137,201.399
3955,2021-12-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,523.74,2.6057,201.399
3956,2021-12-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,216.59,1.0776,201.399
3957,2021-12-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,378.07,1.8809,201.399
3958,2022-01-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,158.48,0.7892,201.4647
3959,2022-01-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,151.98,0.7569,201.4647
3960,2022-01-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,478.24,2.3817,201.4647
3961,2022-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,423.63,2.1097,201.4647
3962,2022-02-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,156.78,0.7781,201.7362
3963,2022-02-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,26.54,0.1317,201.7362
3964,2022-02-15,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,Sugar,KG,actual,Retail,LKR,149.18,0.7404,201.7362
3965,2022-02-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,490.68,2.4354,201.7362
3966,2022-02-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,613.83,3.0466,201.7362
3967,2022-02-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,189.77,0.9419,201.7362
3968,2022-02-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,519.99,2.5809,201.7362
3969,2022-03-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,176.4,0.6533,255.8081
3970,2022-03-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,29.51,0.1093,255.8081
3971,2022-03-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,878.22,3.2527,255.8081
3972,2022-03-15,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,Sugar,KG,actual,Retail,LKR,178.5,0.6611,255.8081
3973,2022-03-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,641.97,2.3777,255.8081
3974,2022-03-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,178.53,0.6612,255.8081
3975,2022-03-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,387.92,1.4367,255.8081
3976,2022-04-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,233.46,0.7452,319.4404
3977,2022-04-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,27.58,0.088,319.4404
3978,2022-04-15,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,Sugar,KG,actual,Retail,LKR,233.77,0.7462,319.4404
3979,2022-04-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,224.74,0.7174,319.4404
3980,2022-04-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,415.42,1.326,319.4404
3981,2022-05-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,216.26,0.6161,358.939
3982,2022-05-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,265.84,0.7574,358.939
3983,2022-05-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,34.32,0.0978,358.939
3984,2022-05-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,1049.44,2.9899,358.939
3985,2022-05-15,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,Sugar,KG,actual,Retail,LKR,263.65,0.7511,358.939
3986,2022-05-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,580.66,1.6543,358.939
3987,2022-05-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,207.73,0.5918,358.939
3988,2022-05-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,466.52,1.3291,358.939
3989,2022-06-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,227.52,0.6409,360.2428
3990,2022-06-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,284.31,0.8009,360.2428
3991,2022-06-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,42.97,0.121,360.2428
3992,2022-06-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,1228.84,3.4615,360.2428
3993,2022-06-15,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,Sugar,KG,actual,Retail,LKR,319.6,0.9003,360.2428
3994,2022-06-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,555.41,1.5645,360.2428
3995,2022-06-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,679.92,1.9153,360.2428
3996,2022-07-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,1322.22,3.7246,360.8724
3997,2022-07-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,802.15,2.2596,360.8724
3998,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,232.35,0.6545,360.8724
3999,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,536.07,1.5101,360.8724
4000,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,46.19,0.1301,360.8724
4001,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,2015.71,5.6781,360.8724
4002,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Lentils,KG,actual,Retail,LKR,565.83,1.5939,360.8724
4003,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Bananas,KG,actual,Retail,LKR,151.39,0.4265,360.8724
4004,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,360,1.0141,360.8724
4005,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Carrots,KG,actual,Retail,LKR,350.91,0.9885,360.8724
4006,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,391.79,1.1036,360.8724
4007,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,380,1.0704,360.8724
4008,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,226.06,0.6368,360.8724
4009,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Papaya,KG,actual,Retail,LKR,207.35,0.5841,360.8724
4010,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,427.1,1.2031,360.8724
4011,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,273.57,0.7706,360.8724
4012,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,334.64,0.9426,360.8724
4013,2022-07-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,473.21,1.333,360.8724
4014,2022-07-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,3128,8.8113,360.8724
4015,2022-07-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1378.26,3.8824,360.8724
4016,2022-07-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2361.54,6.6522,360.8724
4017,2022-07-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2722.73,7.6697,360.8724
4018,2022-07-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1692.5,4.7676,360.8724
4019,2022-07-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1092.5,3.0775,360.8724
4020,2022-07-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2325,6.5493,360.8724
4021,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,498.21,1.4034,360.9983
4022,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,50.7,0.1428,360.9983
4023,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1779.17,5.0117,360.9983
4024,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Beans,KG,actual,Retail,LKR,376.92,1.0617,360.9983
4025,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Lentils,KG,actual,Retail,LKR,462.06,1.3016,360.9983
4026,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Carrots,KG,actual,Retail,LKR,388.97,1.0957,360.9983
4027,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,95.16,0.2681,360.9983
4028,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,402.35,1.1334,360.9983
4029,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,177.18,0.4991,360.9983
4030,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Papaya,KG,actual,Retail,LKR,313.94,0.8843,360.9983
4031,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,526.15,1.4821,360.9983
4032,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,218.52,0.6155,360.9983
4033,2022-08-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,304.81,0.8586,360.9983
4034,2022-08-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,2026.67,5.7089,360.9983
4035,2022-08-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,820.25,2.3106,360.9983
4036,2022-08-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2884.44,8.1252,360.9983
4037,2022-08-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1726.67,4.8639,360.9983
4038,2022-08-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1276.92,3.597,360.9983
4039,2022-08-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2588.75,7.2923,360.9983
4040,2022-09-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,1466.67,4.0516,362.3826
4041,2022-09-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,517.49,1.4295,362.3826
4042,2022-09-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,938.45,2.5924,362.3826
4043,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,470.71,1.3003,362.3826
4044,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.8,0.1348,362.3826
4045,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1779.17,4.9148,362.3826
4046,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Beans,KG,actual,Retail,LKR,428.46,1.1836,362.3826
4047,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Bananas,KG,actual,Retail,LKR,187.22,0.5172,362.3826
4048,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,96.43,0.2664,362.3826
4049,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,424.55,1.1728,362.3826
4050,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,182.67,0.5046,362.3826
4051,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,402.07,1.1107,362.3826
4052,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Papaya,KG,actual,Retail,LKR,261.25,0.7217,362.3826
4053,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,688.46,1.9018,362.3826
4054,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,239.23,0.6609,362.3826
4055,2022-09-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,278,0.768,362.3826
4056,2022-09-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2733.33,7.5506,362.3826
4057,2022-09-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,2495.65,6.8941,362.3826
4058,2022-09-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1280,3.5359,362.3826
4059,2022-09-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2206.67,6.0958,362.3826
4060,2022-09-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2803.48,7.7444,362.3826
4061,2022-09-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1370.59,3.7862,362.3826
4062,2022-09-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2185.56,6.0375,362.3826
4063,2022-10-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,1189.17,3.2751,363.1484
4064,2022-10-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,468.02,1.289,363.1484
4065,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,416.88,1.1481,363.1484
4066,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,51.92,0.143,363.1484
4067,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1804.86,4.9708,363.1484
4068,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Lentils,KG,actual,Retail,LKR,394.69,1.087,363.1484
4069,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Bananas,KG,actual,Retail,LKR,193.06,0.5317,363.1484
4070,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,340.77,0.9385,363.1484
4071,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Carrots,KG,actual,Retail,LKR,408.15,1.1241,363.1484
4072,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,105.2,0.2897,363.1484
4073,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,407.6,1.1226,363.1484
4074,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,275.31,0.7582,363.1484
4075,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,530.77,1.4618,363.1484
4076,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,258.4,0.7117,363.1484
4077,2022-10-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,325.6,0.8967,363.1484
4078,2022-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1688.89,4.6514,363.1484
4079,2022-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,595.87,1.6411,363.1484
4080,2022-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1981.25,5.4566,363.1484
4081,2022-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2773.6,7.6388,363.1484
4082,2022-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1647.83,4.5383,363.1484
4083,2022-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,849.52,2.3397,363.1484
4084,2022-11-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,468.49,1.2906,363.394
4085,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,428.48,1.1804,363.394
4086,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,50,0.1377,363.394
4087,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Beans,KG,actual,Retail,LKR,460.37,1.2682,363.394
4088,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Bananas,KG,actual,Retail,LKR,182.5,0.5028,363.394
4089,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,320.67,0.8834,363.394
4090,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Carrots,KG,actual,Retail,LKR,479.63,1.3213,363.394
4091,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,444.4,1.2242,363.394
4092,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,230.32,0.6345,363.394
4093,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,392.69,1.0818,363.394
4094,2022-11-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,294.4,0.811,363.394
4095,2022-11-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1504.35,4.1442,363.394
4096,2022-11-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,538.6,1.4837,363.394
4097,2022-11-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1980,5.4545,363.394
4098,2022-11-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1191.76,3.2831,363.394
4099,2022-12-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,1291.11,3.5568,363.1652
4100,2022-12-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,479.3,1.3204,363.1652
4101,2022-12-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,173.5,0.478,363.1652
4102,2022-12-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,60.88,0.1677,363.1652
4103,2022-12-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1411.5,3.8884,363.1652
4104,2022-12-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Beans,KG,actual,Retail,LKR,711.15,1.9591,363.1652
4105,2022-12-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Bananas,KG,actual,Retail,LKR,164.17,0.4523,363.1652
4106,2022-12-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,192,0.5289,363.1652
4107,2022-12-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,205.59,0.5664,363.1652
